scholarship_id,name,eligible_nationalities,min_age,max_age,eligible_degree_levels,eligible_high_school_tracks,eligible_fields,preferred_school_tier,min_report_card_average,min_major_subject_average,language_requirements,requires_financial_need,max_family_income_category,host_country,host_region,selection_criteria,career_track_preference,requires_return_home_country,mission_statement,target_recipient_profile,funding_covers_tuition,funding_covers_living,funding_covers_airfare,funding_covers_insurance,funding_monthly_stipend,funding_is_full_funding,funding_coverage_count
SCH_000010,NUS ASEAN Undergraduate Scholarship,"[""indonesia"", ""malaysia"", ""thailand"", ""philippines"", ""vietnam""]",17,19,"[""high_school""]","[""science"", ""social_studies""]","[""computer_science"", ""engineering"", ""economics"", ""business"", ""mathematics""]",excellence,85.0,83.0,"[{""test_type"": ""ielts"", ""min_score"": 6.5, ""is_mandatory"": true}]",False,high,singapore,asia,"{""academic"": 0.55, ""leadership"": 0.15, ""olympiad"": 0.15, ""extracurricular"": 0.1, ""essay"": 0.05}",industry,False,"The NUS ASEAN Undergraduate Scholarship attracts the brightest students from Southeast Asia to study at one of Asia's leading research universities, nurturing talent that will drive innovation and regional progress.","We seek academically exceptional ASEAN students with a minimum GPA of 85/100 and IELTS 6.5, who have demonstrated excellence in mathematics, sciences, or technology and show potential for intellectual leadership.",True,True,False,False,5400.0,True,2
SCH_000011,NTU ASEAN Undergraduate Scholarship,"[""indonesia"", ""malaysia"", ""thailand"", ""philippines"", ""vietnam""]",17,19,"[""high_school""]","[""science""]","[""engineering"", ""computer_science"", ""mathematics"", ""physics"", ""chemistry""]",excellence,83.0,82.0,"[{""test_type"": ""ielts"", ""min_score"": 6.0, ""is_mandatory"": true}]",False,high,singapore,asia,"{""academic"": 0.55, ""leadership"": 0.1, ""olympiad"": 0.2, ""extracurricular"": 0.1, ""essay"": 0.05}",industry,False,"The NTU ASEAN Undergraduate Scholarship recruits outstanding science and engineering students from Southeast Asia, empowering them to push the boundaries of technology and applied research at a global top-20 university.","We seek top-tier ASEAN students with a minimum GPA of 83/100, IELTS 6.0, and exceptional aptitude in physics, mathematics, or engineering, ideally with olympiad achievements or research exposure.",True,True,False,False,5400.0,True,2
SCH_000012,Taiwan ICDF International Scholarship (Undergraduate),"[""indonesia"", ""vietnam"", ""philippines"", ""thailand"", ""malaysia"", ""india"", ""egypt"", ""nigeria"", ""kenya"", ""south_africa""]",17,25,"[""high_school""]","[""languages"", ""science"", ""social_studies"", ""vocational""]","[""agriculture"", ""medicine"", ""computer_science"", ""engineering"", ""education"", ""economics"", ""biology""]",public_a,75.0,70.0,"[{""test_type"": ""toefl"", ""min_score"": 61.0, ""is_mandatory"": false}, {""test_type"": ""ielts"", ""min_score"": 5.5, ""is_mandatory"": false}]",False,high,japan,asia,"{""academic"": 0.4, ""leadership"": 0.15, ""olympiad"": 0.1, ""extracurricular"": 0.15, ""essay"": 0.2}",government,True,"The Taiwan ICDF International Scholarship advances sustainable development by supporting students from partner countries to study agriculture, medicine, and technology in Taiwan, building human capital for their home nations.","We seek students with a minimum GPA of 75/100 from ICDF partner countries who are committed to applying their education for development impact upon returning home, with interest in agriculture, health, or engineering disciplines.",True,True,True,True,15000.0,True,4
SCH_000013,JPA Malaysia Overseas Scholarship (Undergraduate),"[""malaysia""]",17,20,"[""high_school""]","[""languages"", ""science"", ""social_studies"", ""vocational""]","[""computer_science"", ""engineering"", ""medicine"", ""economics"", ""law"", ""education""]",excellence,82.0,80.0,"[{""test_type"": ""ielts"", ""min_score"": 6.0, ""is_mandatory"": true}]",True,middle,uk,europe,"{""academic"": 0.45, ""leadership"": 0.2, ""olympiad"": 0.1, ""extracurricular"": 0.15, ""essay"": 0.1}",government,True,"The JPA Malaysia Overseas Scholarship develops Malaysia's future civil service and professional leaders by sponsoring the nation's brightest students to pursue undergraduate studies at top universities in the UK, Australia, and beyond.","We seek Malaysian students with a minimum GPA of 82/100, IELTS 6.0, demonstrated financial need, and a proven commitment to public service, who will return to serve the Malaysian government or strategic sectors upon graduation.",True,True,True,True,1200.0,True,4
SCH_000014,Australia Awards Scholarship (Undergraduate),"[""indonesia"", ""vietnam"", ""philippines"", ""thailand"", ""malaysia"", ""india""]",17,25,"[""high_school""]","[""languages"", ""science"", ""social_studies"", ""vocational""]","[""agriculture"", ""economics"", ""education"", ""social_sciences"", ""computer_science"", ""engineering"", ""medicine""]",public_a,78.0,75.0,"[{""test_type"": ""ielts"", ""min_score"": 6.5, ""is_mandatory"": true}]",True,middle,australia,oceania,"{""academic"": 0.35, ""leadership"": 0.2, ""olympiad"": 0.05, ""extracurricular"": 0.2, ""essay"": 0.2}",government,True,"Australia Awards Scholarships support students from the Indo-Pacific region to gain skills and knowledge at Australian universities, contributing to development and strengthening people-to-people ties between Australia and partner countries.","We seek students with a minimum GPA of 78/100 and IELTS 6.5 who demonstrate leadership potential, community engagement, and commitment to applying their Australian education for the benefit of their home country after graduation.",True,True,True,True,2526.0,True,4
SCH_000015,Brunei Darussalam Government Scholarship,"[""indonesia"", ""malaysia"", ""thailand"", ""philippines"", ""vietnam"", ""singapore"", ""india"", ""china""]",17,25,"[""high_school""]","[""languages"", ""science"", ""social_studies"", ""vocational""]","[""engineering"", ""computer_science"", ""medicine"", ""economics"", ""education"", ""agriculture""]",public_a,75.0,70.0,"[{""test_type"": ""ielts"", ""min_score"": 5.5, ""is_mandatory"": false}, {""test_type"": ""toefl"", ""min_score"": 60.0, ""is_mandatory"": false}]",False,high,malaysia,asia,"{""academic"": 0.4, ""leadership"": 0.2, ""olympiad"": 0.1, ""extracurricular"": 0.15, ""essay"": 0.15}",industry,True,"The Brunei Darussalam Government Scholarship invites talented students from ASEAN and partner nations to pursue undergraduate education at Universiti Brunei Darussalam, fostering regional friendship and human capital development.","We seek motivated students with a minimum GPA of 75/100, English proficiency (IELTS 5.5 or equivalent), and a genuine interest in contributing to regional development, particularly in engineering, health, or public sector fields.",True,True,True,True,400.0,True,4
SCH_000016,Thai Government Scholarship (OCSC),"[""indonesia"", ""vietnam"", ""malaysia"", ""philippines"", ""india"", ""china"", ""egypt"", ""kenya"", ""nigeria""]",17,25,"[""high_school""]","[""languages"", ""science"", ""social_studies"", ""vocational""]","[""engineering"", ""agriculture"", ""economics"", ""education"", ""social_sciences"", ""computer_science"", ""medicine""]",public_a,73.0,68.0,"[{""test_type"": ""ielts"", ""min_score"": 5.0, ""is_mandatory"": false}, {""test_type"": ""toefl"", ""min_score"": 55.0, ""is_mandatory"": false}]",False,high,thailand,asia,"{""academic"": 0.4, ""leadership"": 0.15, ""olympiad"": 0.1, ""extracurricular"": 0.15, ""essay"": 0.2}",industry,False,"The Thai Government Scholarship, administered by the Office of the Civil Service Commission, promotes Thailand as a higher education hub by welcoming international students to study at leading Thai universities in priority fields.","We seek international students with a minimum GPA of 73/100, basic English proficiency, and academic interest in engineering, agriculture, or social development fields who wish to study and experience Thai culture.",True,True,False,True,10000.0,True,3
SCH_000017,New Zealand ASEAN Scholarship,"[""indonesia"", ""vietnam"", ""malaysia"", ""thailand"", ""philippines""]",17,25,"[""high_school""]","[""languages"", ""science"", ""social_studies"", ""vocational""]","[""agriculture"", ""computer_science"", ""engineering"", ""economics"", ""education"", ""social_sciences"", ""biology""]",public_a,75.0,72.0,"[{""test_type"": ""ielts"", ""min_score"": 6.0, ""is_mandatory"": true}]",False,high,new_zealand,oceania,"{""academic"": 0.35, ""leadership"": 0.2, ""olympiad"": 0.05, ""extracurricular"": 0.2, ""essay"": 0.2}",government,True,"The New Zealand ASEAN Scholarship supports students from Southeast Asia to gain world-class education at New Zealand universities, building lasting connections and developing future leaders committed to ASEAN-NZ partnership.","We seek ASEAN students with a minimum GPA of 75/100, IELTS 6.0, leadership potential, and commitment to return home to apply their New Zealand education for national development in agriculture, technology, or public policy.",True,True,True,True,900.0,True,4
SCH_000018,Taiwan MOE Scholarship (Ministry of Education),"[""indonesia"", ""vietnam"", ""malaysia"", ""thailand"", ""philippines"", ""india"", ""south_africa"", ""nigeria""]",17,30,"[""high_school""]","[""languages"", ""science"", ""social_studies"", ""vocational""]","[""computer_science"", ""engineering"", ""economics"", ""arts_humanities"", ""social_sciences"", ""mathematics"", ""biology""]",public_a,75.0,70.0,"[{""test_type"": ""ielts"", ""min_score"": 5.5, ""is_mandatory"": false}, {""test_type"": ""toefl"", ""min_score"": 61.0, ""is_mandatory"": false}, {""test_type"": ""hsk"", ""min_score"": 180.0, ""is_mandatory"": false}]",False,high,japan,asia,"{""academic"": 0.4, ""leadership"": 0.15, ""olympiad"": 0.1, ""extracurricular"": 0.15, ""essay"": 0.2}",industry,False,"The Taiwan Ministry of Education Scholarship promotes Taiwan as a premier study destination by supporting outstanding international students to study at accredited Taiwanese universities in STEM, humanities, and social sciences.","We seek students with a minimum GPA of 75/100 who are motivated to study in Taiwan's vibrant academic environment, with English, Mandarin, or a relevant language proficiency and strong academic background in their chosen field.",False,True,False,False,15000.0,False,1
SCH_000019,Shanghai Government Scholarship,"[""indonesia"", ""vietnam"", ""malaysia"", ""thailand"", ""philippines"", ""india"", ""egypt"", ""nigeria"", ""kenya"", ""south_africa"", ""brazil""]",17,25,"[""high_school""]","[""science"", ""social_studies"", ""vocational""]","[""computer_science"", ""engineering"", ""economics"", ""business"", ""mathematics"", ""medicine"", ""chemistry""]",public_a,75.0,70.0,"[{""test_type"": ""hsk"", ""min_score"": 180.0, ""is_mandatory"": false}, {""test_type"": ""toefl"", ""min_score"": 60.0, ""is_mandatory"": false}]",False,high,china,asia,"{""academic"": 0.45, ""leadership"": 0.1, ""olympiad"": 0.15, ""extracurricular"": 0.1, ""essay"": 0.2}",industry,False,"The Shanghai Government Scholarship attracts talented students from around the world to study at Shanghai's world-renowned universities, fostering international exchange and preparing global professionals for the 21st-century economy.","We seek academically strong international students with a minimum GPA of 75/100 and HSK or English proficiency, eager to study in Shanghai's dynamic academic environment in science, technology, economics, or medicine.",True,True,False,True,1500.0,True,3
SCH_000020,Beijing Government Scholarship,"[""indonesia"", ""vietnam"", ""malaysia"", ""thailand"", ""philippines"", ""india"", ""egypt"", ""nigeria"", ""kenya"", ""south_africa"", ""brazil""]",17,25,"[""high_school""]","[""languages"", ""science"", ""social_studies"", ""vocational""]","[""computer_science"", ""engineering"", ""medicine"", ""economics"", ""business"", ""arts_humanities"", ""social_sciences"", ""mathematics""]",public_a,78.0,75.0,"[{""test_type"": ""hsk"", ""min_score"": 180.0, ""is_mandatory"": false}, {""test_type"": ""ielts"", ""min_score"": 5.5, ""is_mandatory"": false}, {""test_type"": ""toefl"", ""min_score"": 61.0, ""is_mandatory"": false}]",False,high,china,asia,"{""academic"": 0.45, ""leadership"": 0.1, ""olympiad"": 0.15, ""extracurricular"": 0.1, ""essay"": 0.2}",industry,False,"The Beijing Government Scholarship supports international students in pursuing undergraduate education at Beijing's elite universities, promoting cross-cultural understanding and building global networks in China's capital.","We seek students with a minimum GPA of 78/100, HSK or English proficiency, and strong academic performance in STEM, medicine, or humanities who wish to study at Peking University, Tsinghua, or other Beijing institutions.",True,True,False,True,2500.0,True,3
SCH_000021,KAIST Global Scholarship (Undergraduate),"[""indonesia"", ""vietnam"", ""malaysia"", ""thailand"", ""philippines"", ""india"", ""china"", ""south_africa"", ""nigeria"", ""kenya"", ""brazil""]",17,20,"[""high_school""]","[""science""]","[""computer_science"", ""engineering"", ""mathematics"", ""physics"", ""chemistry"", ""biology""]",excellence,88.0,87.0,"[{""test_type"": ""toefl"", ""min_score"": 83.0, ""is_mandatory"": true}, {""test_type"": ""ielts"", ""min_score"": 6.5, ""is_mandatory"": false}]",False,high,south_korea,asia,"{""academic"": 0.55, ""leadership"": 0.1, ""olympiad"": 0.25, ""extracurricular"": 0.05, ""essay"": 0.05}",research,False,"KAIST Global Scholarship identifies and nurtures the world's most exceptional young scientists and engineers, providing a fully funded undergraduate education at one of Asia's leading science and technology institutions.","We seek exceptional students with a minimum GPA of 88/100, TOEFL 83 or IELTS 6.5, and distinguished achievements in science or mathematics olympiads, who aspire to become pioneering researchers and innovators in STEM fields.",True,True,False,True,350000.0,True,3
SCH_000022,Yonsei University International Scholarship,"[""indonesia"", ""vietnam"", ""malaysia"", ""thailand"", ""philippines"", ""india"", ""china"", ""south_africa"", ""nigeria"", ""brazil"", ""argentina""]",17,22,"[""high_school""]","[""languages"", ""science"", ""social_studies"", ""vocational""]","[""computer_science"", ""engineering"", ""business"", ""economics"", ""arts_humanities"", ""social_sciences"", ""medicine""]",excellence,82.0,80.0,"[{""test_type"": ""toefl"", ""min_score"": 80.0, ""is_mandatory"": false}, {""test_type"": ""ielts"", ""min_score"": 6.0, ""is_mandatory"": false}]",False,high,south_korea,asia,"{""academic"": 0.45, ""leadership"": 0.15, ""olympiad"": 0.15, ""extracurricular"": 0.1, ""essay"": 0.15}",industry,False,"Yonsei University International Scholarship attracts globally talented students to join one of Korea's most prestigious universities, offering excellence in research, leadership development, and intercultural education.","We seek high-achieving international students with a minimum GPA of 82/100 and English proficiency (TOEFL 80 or IELTS 6.0) who demonstrate academic excellence, leadership, and commitment to making a global impact.",True,True,False,False,500000.0,True,2
SCH_000023,Panasonic Scholarship Japan,"[""indonesia"", ""malaysia"", ""thailand"", ""philippines"", ""vietnam"", ""india"", ""china""]",17,22,"[""high_school""]","[""science""]","[""engineering"", ""computer_science"", ""physics"", ""mathematics"", ""chemistry""]",public_a,80.0,78.0,"[{""test_type"": ""toefl"", ""min_score"": 80.0, ""is_mandatory"": false}, {""test_type"": ""ielts"", ""min_score"": 6.0, ""is_mandatory"": false}, {""test_type"": ""jlpt"", ""min_score"": 60.0, ""is_mandatory"": false}]",False,high,japan,asia,"{""academic"": 0.5, ""leadership"": 0.1, ""olympiad"": 0.15, ""extracurricular"": 0.1, ""essay"": 0.15}",industry,True,"The Panasonic Scholarship supports talented students from Asia to study engineering and science in Japan, building future technology leaders who will contribute to sustainable development in their home countries and the broader Asia-Pacific region.","We seek science and engineering students with a minimum GPA of 80/100 from ASEAN or South Asian countries, who demonstrate strong analytical skills, a passion for technology, and commitment to returning home to apply their expertise.",False,True,False,False,150000.0,False,1
SCH_000024,Kyoto University ASEAN Scholarship,"[""indonesia"", ""malaysia"", ""thailand"", ""philippines"", ""vietnam""]",17,21,"[""high_school""]","[""science"", ""social_studies"", ""vocational""]","[""engineering"", ""computer_science"", ""mathematics"", ""physics"", ""biology"", ""social_sciences"", ""agriculture""]",public_a,82.0,80.0,"[{""test_type"": ""toefl"", ""min_score"": 72.0, ""is_mandatory"": false}, {""test_type"": ""ielts"", ""min_score"": 5.5, ""is_mandatory"": false}]",False,high,japan,asia,"{""academic"": 0.5, ""leadership"": 0.1, ""olympiad"": 0.2, ""extracurricular"": 0.1, ""essay"": 0.1}",research,False,"Kyoto University ASEAN Scholarship brings the brightest minds from Southeast Asia to one of Japan's most distinguished research universities, fostering academic excellence and ASEAN-Japan scholarly collaboration across science and humanities.","We seek ASEAN students with a minimum GPA of 82/100 and English proficiency, with strong aptitude in science, mathematics, or engineering and a passion for research-oriented undergraduate study at a top-ranked Japanese university.",True,True,True,True,147000.0,True,4
SCH_000025,Orange Tulip Scholarship (Netherlands),"[""indonesia"", ""china"", ""india"", ""vietnam"", ""malaysia"", ""thailand""]",17,26,"[""high_school""]","[""languages"", ""science"", ""social_studies"", ""vocational""]","[""computer_science"", ""engineering"", ""economics"", ""business"", ""agriculture"", ""arts_humanities"", ""social_sciences""]",public_a,78.0,75.0,"[{""test_type"": ""ielts"", ""min_score"": 6.0, ""is_mandatory"": true}, {""test_type"": ""toefl"", ""min_score"": 79.0, ""is_mandatory"": false}]",False,high,netherlands,europe,"{""academic"": 0.35, ""leadership"": 0.15, ""olympiad"": 0.1, ""extracurricular"": 0.15, ""essay"": 0.25}",industry,False,"The Orange Tulip Scholarship connects talented students from Asia with Dutch universities of applied sciences and research universities, opening doors to the Netherlands' world-class education and innovative learning environment.","We seek motivated students from Indonesia, China, India, Vietnam, Malaysia, or Thailand with a minimum GPA of 78/100 and IELTS 6.0, who can demonstrate their potential to thrive in the Netherlands' problem-based learning culture.",False,False,False,False,290.0,False,0
SCH_000026,Holland Scholarship,"[""indonesia"", ""vietnam"", ""malaysia"", ""thailand"", ""philippines"", ""india"", ""china"", ""south_africa"", ""nigeria"", ""kenya"", ""brazil""]",17,30,"[""high_school""]","[""languages"", ""science"", ""social_studies"", ""vocational""]","[""computer_science"", ""engineering"", ""economics"", ""business"", ""agriculture"", ""arts_humanities"", ""social_sciences"", ""mathematics""]",public_a,78.0,75.0,"[{""test_type"": ""ielts"", ""min_score"": 6.0, ""is_mandatory"": true}, {""test_type"": ""toefl"", ""min_score"": 80.0, ""is_mandatory"": false}]",False,high,netherlands,europe,"{""academic"": 0.35, ""leadership"": 0.15, ""olympiad"": 0.1, ""extracurricular"": 0.15, ""essay"": 0.25}",industry,False,"The Holland Scholarship is offered by Dutch research universities and universities of applied sciences to attract talented non-EEA students, providing financial support for their first year of bachelor's or master's study in the Netherlands.","We seek excellent international students from outside the EEA with a minimum GPA of 78/100 and IELTS 6.0, who wish to study at a Dutch university and can demonstrate academic distinction and motivation in their chosen discipline.",False,False,False,False,416.0,False,0
